row,tr,tc,word_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8,byte9,byte10,byte11,byte12,byte13,byte14,byte15
396,12,12,0x2b476ef3774b84915afbe51df08e1ac3,43,71,110,-13,119,75,-124,-111,90,-5,-27,29,-16,-114,26,-61
397,12,13,0x90ea5b9a495799cd3c3920b055c37f92,-112,-22,91,-102,73,87,-103,-51,60,57,32,-80,85,-61,127,-110
398,12,14,0xaee30eae872a9d0a3d9902bccb5360be,-82,-29,14,-82,-121,42,-99,10,61,-103,2,-68,-53,83,96,-66
399,12,15,0x6a07f51dbee76f7acfcbdaaec31d5942,106,7,-11,29,-66,-25,111,122,-49,-53,-38,-82,-61,29,89,66
400,12,16,0x855274db4c4d3c6faddb38f0fa64dabc,-123,82,116,-37,76,77,60,111,-83,-37,56,-16,-6,100,-38,-68
401,12,17,0xebee1a9286808da17690ef19129b2dd4,-21,-18,26,-110,-122,-128,-115,-95,118,-112,-17,25,18,-101,45,-44
402,12,18,0x58a7c3fb4d1ceb5ab2f04138a42640f4,88,-89,-61,-5,77,28,-21,90,-78,-16,65,56,-92,38,64,-12
403,12,19,0xbfee28b1d40939e893a71f3a7d2cccef,-65,-18,40,-79,-44,9,57,-24,-109,-89,31,58,125,44,-52,-17
404,12,20,0x104f522948bb88200af36144baf2158a,16,79,82,41,72,-69,-120,32,10,-13,97,68,-70,-14,21,-118
405,12,21,0x7939e329d929fae42e925c971b9a350d,121,57,-29,41,-39,41,-6,-28,46,-110,92,-105,27,-102,53,13
406,12,22,0x7fdfbb0d9519870e5944d074eda74763,127,-33,-69,13,-107,25,-121,14,89,68,-48,116,-19,-89,71,99
407,12,23,0x49b86118b686ab931ff1f56143b7e3e7,73,-72,97,24,-74,-122,-85,-109,31,-15,-11,97,67,-73,-29,-25
408,12,24,0xc10de9e43b900c1ce0c2ea3a078e6328,-63,13,-23,-28,59,-112,12,28,-32,-62,-22,58,7,-114,99,40
409,12,25,0xab7c348a3a0c992de594bda37b43ed05,-85,124,52,-118,58,12,-103,45,-27,-108,-67,-93,123,67,-19,5
410,12,26,0x4b85a3b380bd6a2f95ac98668f3af5a4,75,-123,-93,-77,-128,-67,106,47,-107,-84,-104,102,-113,58,-11,-92
411,12,27,0xfb1378a676757a112b3dd5ecf4e2bb1b,-5,19,120,-90,118,117,122,17,43,61,-43,-20,-12,-30,-69,27
412,12,28,0xc18a7e14267fdd48c702dcc5d24de1cc,-63,-118,126,20,38,127,-35,72,-57,2,-36,-59,-46,77,-31,-52
413,12,29,0x4150be8d5ba514c045891d62dc962639,65,80,-66,-115,91,-91,20,-64,69,-119,29,98,-36,-106,38,57
414,12,30,0xf678331dae439541ad91879eb94ac804,-10,120,51,29,-82,67,-107,65,-83,-111,-121,-98,-71,74,-56,4
415,12,31,0xb056072df0a4d42518e46286fca6530f,-80,86,7,45,-16,-92,-44,37,24,-28,98,-122,-4,-90,83,15
416,13,0,0xb6f766aa0a30e018a412f726b6aeb14d,-74,-9,102,-86,10,48,-32,24,-92,18,-9,38,-74,-82,-79,77
417,13,1,0xa8f9c838e91a9dd8c6248db799dd396d,-88,-7,-56,56,-23,26,-99,-40,-58,36,-115,-73,-103,-35,57,109
418,13,2,0xec117d6865384f7d175d8efa43708796,-20,17,125,104,101,56,79,125,23,93,-114,-6,67,112,-121,-106
419,13,3,0x3ecbe4eee17ad4b1d3962a22d60fc882,62,-53,-28,-18,-31,122,-44,-79,-45,-106,42,34,-42,15,-56,-126
420,13,4,0xb58e5fbc9bf6973353a3815fa2b969d1,-75,-114,95,-68,-101,-10,-105,51,83,-93,-127,95,-94,-71,105,-47
421,13,5,0x5fe9638a1a84005ce81196a0ef7f8458,95,-23,99,-118,26,-124,0,92,-24,17,-106,-96,-17,127,-124,88
422,13,6,0xf8a227e31fdb8f389322d0071727ef4e,-8,-94,39,-29,31,-37,-113,56,-109,34,-48,7,23,39,-17,78
423,13,7,0xd2c3b3feadbaf81cbae0479778fcb550,-46,-61,-77,-2,-83,-70,-8,28,-70,-32,71,-105,120,-4,-75,80
424,13,8,0x4dcc64127512ae831b1357e67762d341,77,-52,100,18,117,18,-82,-125,27,19,87,-26,119,98,-45,65
425,13,9,0x4e0ca52791a43cd158edb218725d08ce,78,12,-91,39,-111,-92,60,-47,88,-19,-78,24,114,93,8,-50
426,13,10,0x6762b1cb320f8c61bf3937a434b34f39,103,98,-79,-53,50,15,-116,97,-65,57,55,-92,52,-77,79,57
427,13,11,0xf11e37aa0b6e9b9b948dcb31a67cea48,-15,30,55,-86,11,110,-101,-101,-108,-115,-53,49,-90,124,-22,72
428,13,12,0xca10846b0b72846e582f4efa3dad5dec,-54,16,-124,107,11,114,-124,110,88,47,78,-6,61,-83,93,-20
429,13,13,0x5a061e399b7f7d35cbae126c47f55bdc,90,6,30,57,-101,127,125,53,-53,-82,18,108,71,-11,91,-36
430,13,14,0x0d796592686e98c79f87c4b41c16f902,13,121,101,-110,104,110,-104,-57,-97,-121,-60,-76,28,22,-7,2
431,13,15,0xe7f15075f7dd1050932a5f9f50744e9f,-25,-15,80,117,-9,-35,16,80,-109,42,95,-97,80,116,78,-97
432,13,16,0x615fcc330e0ee34dfc390f18ee76b3a6,97,95,-52,51,14,14,-29,77,-4,57,15,24,-18,118,-77,-90
433,13,17,0xd51808dbbf6fc25c055fd99a70942a21,-43,24,8,-37,-65,111,-62,92,5,95,-39,-102,112,-108,42,33
434,13,18,0x2ffd497bc31923083708efdf18ff150f,47,-3,73,123,-61,25,35,8,55,8,-17,-33,24,-1,21,15
435,13,19,0x5068d88a0250ba90be33d05b75a5fee2,80,104,-40,-118,2,80,-70,-112,-66,51,-48,91,117,-91,-2,-30
436,13,20,0x0382aed02368432028bd3f0de4abca3c,3,-126,-82,-48,35,104,67,32,40,-67,63,13,-28,-85,-54,60
437,13,21,0xa370dcd1c7db4707b9356dd28dd16bae,-93,112,-36,-47,-57,-37,71,7,-71,53,109,-46,-115,-47,107,-82
438,13,22,0x08cb6d95e3ebdce3cd6dad4a5bc680a0,8,-53,109,-107,-29,-21,-36,-29,-51,109,-83,74,91,-58,-128,-96
439,13,23,0x186e31bc2720774fa5815f69c07e7b1e,24,110,49,-68,39,32,119,79,-91,-127,95,105,-64,126,123,30
440,13,24,0xdbd7658844bc14d0622ca397fe42e378,-37,-41,101,-120,68,-68,20,-48,98,44,-93,-105,-2,66,-29,120
441,13,25,0x486e1c21addc39d45a9008c48eebc6b7,72,110,28,33,-83,-36,57,-44,90,-112,8,-60,-114,-21,-58,-73
442,13,26,0x778fb2ca91e760ad5ee0fc6a54913efd,119,-113,-78,-54,-111,-25,96,-83,94,-32,-4,106,84,-111,62,-3
443,13,27,0xd5d4a1e60d35dada8528cf7b8654a25d,-43,-44,-95,-26,13,53,-38,-38,-123,40,-49,123,-122,84,-94,93
444,13,28,0x6ed565fdb7e4080a7b1751a454d89abb,110,-43,101,-3,-73,-28,8,10,123,23,81,-92,84,-40,-102,-69
445,13,29,0xd9e06e7569d2a90dc9fc8cc84128521a,-39,-32,110,117,105,-46,-87,13,-55,-4,-116,-56,65,40,82,26
446,13,30,0xd005180176d469d12807f3e21fba65b5,-48,5,24,1,118,-44,105,-47,40,7,-13,-30,31,-70,101,-75
447,13,31,0x89de5f9ca9fc1ee4c6d0435b261d5f72,-119,-34,95,-100,-87,-4,30,-28,-58,-48,67,91,38,29,95,114
448,14,0,0x5c9bb598c1d689c189fa94e75948cc35,92,-101,-75,-104,-63,-42,-119,-63,-119,-6,-108,-25,89,72,-52,53
449,14,1,0x993e0b2d21616621446083c2cc2ff356,-103,62,11,45,33,97,102,33,68,96,-125,-62,-52,47,-13,86
450,14,2,0xf9a667183a13243f9d4cc830d2709154,-7,-90,103,24,58,19,36,63,-99,76,-56,48,-46,112,-111,84
451,14,3,0xe35fcdca2292c3d50983b650ca50782c,-29,95,-51,-54,34,-110,-61,-43,9,-125,-74,80,-54,80,120,44
452,14,4,0x023bebaf8ce0f662b9c530d2be3cd43e,2,59,-21,-81,-116,-32,-10,98,-71,-59,48,-46,-66,60,-44,62
453,14,5,0x2c643309447b5cb540d22789b585e337,44,100,51,9,68,123,92,-75,64,-46,39,-119,-75,-123,-29,55
454,14,6,0xc45a9fe18a306bb477daae4ebf3a5a5c,-60,90,-97,-31,-118,48,107,-76,119,-38,-82,78,-65,58,90,92
455,14,7,0xcec20d040cb99cd0e7c80e464de869f4,-50,-62,13,4,12,-71,-100,-48,-25,-56,14,70,77,-24,105,-12
456,14,8,0x3bb0584fddd04b9f00de7c134b9f4d61,59,-80,88,79,-35,-48,75,-97,0,-34,124,19,75,-97,77,97
457,14,9,0xf23b22fd86b8e3d4bf0caec8e0de735d,-14,59,34,-3,-122,-72,-29,-44,-65,12,-82,-56,-32,-34,115,93
458,14,10,0x680f34e1e4e7809c6d7edcba9ad5d292,104,15,52,-31,-28,-25,-128,-100,109,126,-36,-70,-102,-43,-46,-110
459,14,11,0x35767453cf86b5c0d4695e27d04f8114,53,118,116,83,-49,-122,-75,-64,-44,105,94,39,-48,79,-127,20
460,14,12,0x656b32a828537c80ab8550bdeb9519ec,101,107,50,-88,40,83,124,-128,-85,-123,80,-67,-21,-107,25,-20
461,14,13,0x5eb9d65cb01b06d8e8b49758d016f88d,94,-71,-42,92,-80,27,6,-40,-24,-76,-105,88,-48,22,-8,-115
462,14,14,0x8e64ac18d4fb638433f0724787c8dbbd,-114,100,-84,24,-44,-5,99,-124,51,-16,114,71,-121,-56,-37,-67
463,14,15,0xc394f854b6f6e90e4256451d6f80106a,-61,-108,-8,84,-74,-10,-23,14,66,86,69,29,111,-128,16,106
464,14,16,0x68ebfd70bf8e3ad740d5b0f71986af8e,104,-21,-3,112,-65,-114,58,-41,64,-43,-80,-9,25,-122,-81,-114
465,14,17,0x10796be68a0a1269a98fc53ca3e4509c,16,121,107,-26,-118,10,18,105,-87,-113,-59,60,-93,-28,80,-100
466,14,18,0x2b8de170fe5bc2e061b198a450f4bb7c,43,-115,-31,112,-2,91,-62,-32,97,-79,-104,-92,80,-12,-69,124
467,14,19,0x74983b03a150d21377b93cd15b994ce5,116,-104,59,3,-95,80,-46,19,119,-71,60,-47,91,-103,76,-27
468,14,20,0x095f73b10f17b87b92216791d6d59a4a,9,95,115,-79,15,23,-72,123,-110,33,103,-111,-42,-43,-102,74
469,14,21,0x7d8a29015f7d8717291450a15cd291cb,125,-118,41,1,95,125,-121,23,41,20,80,-95,92,-46,-111,-53
470,14,22,0x93b1c33b0adca2e233170797110984e0,-109,-79,-61,59,10,-36,-94,-30,51,23,7,-105,17,9,-124,-32
471,14,23,0x17859d3f5eb5bafec7e45ab6ef32002d,23,-123,-99,63,94,-75,-70,-2,-57,-28,90,-74,-17,50,0,45
472,14,24,0xebf36c3276a970028106b92b455609f7,-21,-13,108,50,118,-87,112,2,-127,6,-71,43,69,86,9,-9
473,14,25,0x7f3ad8c96c2b45cc0df296b3101df7f6,127,58,-40,-55,108,43,69,-52,13,-14,-106,-77,16,29,-9,-10
474,14,26,0x9a70a9bca825836a7da31251ff32fd1d,-102,112,-87,-68,-88,37,-125,106,125,-93,18,81,-1,50,-3,29
475,14,27,0x248e0eab6920511131aef3a3361207a2,36,-114,14,-85,105,32,81,17,49,-82,-13,-93,54,18,7,-94
476,14,28,0x2ad7ca6bc388f222553108e8e970555f,42,-41,-54,107,-61,-120,-14,34,85,49,8,-24,-23,112,85,95
477,14,29,0xbdd054fd2e9c0312ab8b8e3bef93219e,-67,-48,84,-3,46,-100,3,18,-85,-117,-114,59,-17,-109,33,-98
478,14,30,0xefa618d2cbcb1509b97833cb61f71347,-17,-90,24,-46,-53,-53,21,9,-71,120,51,-53,97,-9,19,71
479,14,31,0x0623a6d90bd92131644ce8c2c66c7ba9,6,35,-90,-39,11,-39,33,49,100,76,-24,-62,-58,108,123,-87
480,15,0,0x3af9dc86921603d2ad9b3cb99ffb6a17,58,-7,-36,-122,-110,22,3,-46,-83,-101,60,-71,-97,-5,106,23
481,15,1,0xab37f14adc719ac1e6baeb92063665b2,-85,55,-15,74,-36,113,-102,-63,-26,-70,-21,-110,6,54,101,-78
482,15,2,0x3365b39efdc3cf2b10fb8e258e5b1ca5,51,101,-77,-98,-3,-61,-49,43,16,-5,-114,37,-114,91,28,-91
483,15,3,0xca3cc752a496c680be3d991fbb7f03d0,-54,60,-57,82,-92,-106,-58,-128,-66,61,-103,31,-69,127,3,-48
484,15,4,0x29f83d4473d28df27125c7a6c876174e,41,-8,61,68,115,-46,-115,-14,113,37,-57,-90,-56,118,23,78
485,15,5,0xf729a282856b170e097816b8889fdee3,-9,41,-94,-126,-123,107,23,14,9,120,22,-72,-120,-97,-34,-29
486,15,6,0xd5a9e72a33df0427d2f0747755ed1b7a,-43,-87,-25,42,51,-33,4,39,-46,-16,116,119,85,-19,27,122
487,15,7,0xa520fd81fd51d0ae9bc3a110e0a063e6,-91,32,-3,-127,-3,81,-48,-82,-101,-61,-95,16,-32,-96,99,-26
488,15,8,0xa17891441180168c44ebf66953ad8542,-95,120,-111,68,17,-128,22,-116,68,-21,-10,105,83,-83,-123,66
489,15,9,0xfa9adb61af417d446e269505e81f00d6,-6,-102,-37,97,-81,65,125,68,110,38,-107,5,-24,31,0,-42
490,15,10,0xe1dea5cb3dbcc7ae32d978edc769328b,-31,-34,-91,-53,61,-68,-57,-82,50,-39,120,-19,-57,105,50,-117
491,15,11,0x97308ca41ed39d174e8bf21921ba8ce8,-105,48,-116,-92,30,-45,-99,23,78,-117,-14,25,33,-70,-116,-24
492,15,12,0x4e3a74681ed06985a3dee8244b284c80,78,58,116,104,30,-48,105,-123,-93,-34,-24,36,75,40,76,-128
493,15,13,0xf30f48a9e137f75ae957741b48311d4a,-13,15,72,-87,-31,55,-9,90,-23,87,116,27,72,49,29,74
494,15,14,0x1056f24fa983084dd9891784eb1c11fe,16,86,-14,79,-87,-125,8,77,-39,-119,23,-124,-21,28,17,-2
495,15,15,0xe7cbc1b1e20bcdacc528631c081b749a,-25,-53,-63,-79,-30,11,-51,-84,-59,40,99,28,8,27,116,-102
496,15,16,0x0c7921f0d1505f6ee73237eaed17e9d3,12,121,33,-16,-47,80,95,110,-25,50,55,-22,-19,23,-23,-45
497,15,17,0x13ba26fc60fb620dd9ca97442535848c,19,-70,38,-4,96,-5,98,13,-39,-54,-105,68,37,53,-124,-116
498,15,18,0x4da8b889ff33f58f303c6a354e575fea,77,-88,-72,-119,-1,51,-11,-113,48,60,106,53,78,87,95,-22
499,15,19,0x35f947b4b9817408c8b355333582aa8e,53,-7,71,-76,-71,-127,116,8,-56,-77,85,51,53,-126,-86,-114
500,15,20,0xb408ddcc9bea232fd94018cf2092c3b2,-76,8,-35,-52,-101,-22,35,47,-39,64,24,-49,32,-110,-61,-78
501,15,21,0xa1d0ce9f3a59befc157a08ec23e8ab48,-95,-48,-50,-97,58,89,-66,-4,21,122,8,-20,35,-24,-85,72
502,15,22,0x3f840a4b2add2558ab362ca931639f71,63,-124,10,75,42,-35,37,88,-85,54,44,-87,49,99,-97,113
503,15,23,0x6e18b9d9835e88d5ad35fc7ef8ed8649,110,24,-71,-39,-125,94,-120,-43,-83,53,-4,126,-8,-19,-122,73
504,15,24,0xa0235c7f811a7c4fee1489928d8d3243,-96,35,92,127,-127,26,124,79,-18,20,-119,-110,-115,-115,50,67
505,15,25,0x07cc8d092fe6e099b5a48af6b9c4a647,7,-52,-115,9,47,-26,-32,-103,-75,-92,-118,-10,-71,-60,-90,71
506,15,26,0xf4bdf37706093e543488440ad2b19ff2,-12,-67,-13,119,6,9,62,84,52,-120,68,10,-46,-79,-97,-14
507,15,27,0x32faf5cad1ee148e778a773a4fd71ec1,50,-6,-11,-54,-47,-18,20,-114,119,-118,119,58,79,-41,30,-63
508,15,28,0xc5f22b9c1bcb18cc26b37bd061778df8,-59,-14,43,-100,27,-53,24,-52,38,-77,123,-48,97,119,-115,-8
509,15,29,0xc5abb44c819067f3c7bf69e1c060d7ec,-59,-85,-76,76,-127,-112,103,-13,-57,-65,105,-31,-64,96,-41,-20
510,15,30,0xb58ebf1d0e5c2578bf16d5e7e1356049,-75,-114,-65,29,14,92,37,120,-65,22,-43,-25,-31,53,96,73
511,15,31,0x917f3159819633865bb1a63145eefb2b,-111,127,49,89,-127,-106,51,-122,91,-79,-90,49,69,-18,-5,43
512,16,0,0x3e1379536df1ec2a00f78a7b77c728cf,62,19,121,83,109,-15,-20,42,0,-9,-118,123,119,-57,40,-49
513,16,1,0xd80ee05613749e80a75c29ee401af448,-40,14,-32,86,19,116,-98,-128,-89,92,41,-18,64,26,-12,72
514,16,2,0x1b200c282d1bfc70f13e8b08f705d2b8,27,32,12,40,45,27,-4,112,-15,62,-117,8,-9,5,-46,-72
515,16,3,0x7c5e489eef7f52c979bd48a63096dc87,124,94,72,-98,-17,127,82,-55,121,-67,72,-90,48,-106,-36,-121
516,16,4,0x3c6811f8626e17638c68035ad108f07f,60,104,17,-8,98,110,23,99,-116,104,3,90,-47,8,-16,127
517,16,5,0xd904355bf71eb5cd5ccfe6947e97f9c3,-39,4,53,91,-9,30,-75,-51,92,-49,-26,-108,126,-105,-7,-61
518,16,6,0xcd02ca8aba5a255e42d5f05279b4fe75,-51,2,-54,-118,-70,90,37,94,66,-43,-16,82,121,-76,-2,117
519,16,7,0x0079172d271c2a6d7f6c94aed8be37de,0,121,23,45,39,28,42,109,127,108,-108,-82,-40,-66,55,-34
520,16,8,0xaf67ea104067ea67187ea405bed15901,-81,103,-22,16,64,103,-22,103,24,126,-92,5,-66,-47,89,1
521,16,9,0x9d94755c46aab0289ca509d4c18b513f,-99,-108,117,92,70,-86,-80,40,-100,-91,9,-44,-63,-117,81,63
522,16,10,0x92e0f0f5fe9f4d06cf5ff8a97c825b92,-110,-32,-16,-11,-2,-97,77,6,-49,95,-8,-87,124,-126,91,-110
523,16,11,0xdd8933f4c18e08f7c92d3b5f60f7bf19,-35,-119,51,-12,-63,-114,8,-9,-55,45,59,95,96,-9,-65,25
524,16,12,0xd561466a3ecc473d911c13edac48f267,-43,97,70,106,62,-52,71,61,-111,28,19,-19,-84,72,-14,103
525,16,13,0x721039c685dc166328a16c5b07508cbc,114,16,57,-58,-123,-36,22,99,40,-95,108,91,7,80,-116,-68
526,16,14,0x75034245c8b894327002c07929c5a8d3,117,3,66,69,-56,-72,-108,50,112,2,-64,121,41,-59,-88,-45
527,16,15,0x3c707f8165f89320057a8c9302214f24,60,112,127,-127,101,-8,-109,32,5,122,-116,-109,2,33,79,36
528,16,16,0xbc8c5613b4d66d6f63d2c04fdaaa7fd4,-68,-116,86,19,-76,-42,109,111,99,-46,-64,79,-38,-86,127,-44
529,16,17,0x58861e61b9ec95900ebc34f86d31a936,88,-122,30,97,-71,-20,-107,-112,14,-68,52,-8,109,49,-87,54
530,16,18,0x95a2fa74c5f6e8c6a4fc9142117a2c07,-107,-94,-6,116,-59,-10,-24,-58,-92,-4,-111,66,17,122,44,7
531,16,19,0x9906f03253609704ba9b10180ddb0e73,-103,6,-16,50,83,96,-105,4,-70,-101,16,24,13,-37,14,115
532,16,20,0x94a12a1e5904c23c8c3d8cc653048173,-108,-95,42,30,89,4,-62,60,-116,61,-116,-58,83,4,-127,115
533,16,21,0xa68dd092f1baf09c16b39b97795cbf0e,-90,-115,-48,-110,-15,-70,-16,-100,22,-77,-101,-105,121,92,-65,14
534,16,22,0x2e368e1766e1b39654ba68cddbc71ea1,46,54,-114,23,102,-31,-77,-106,84,-70,104,-51,-37,-57,30,-95
535,16,23,0x46409ac1c036f60c808f58f804ca22a9,70,64,-102,-63,-64,54,-10,12,-128,-113,88,-8,4,-54,34,-87
536,16,24,0xab2a900f16d1975758176f6d87a8bafa,-85,42,-112,15,22,-47,-105,87,88,23,111,109,-121,-88,-70,-6
537,16,25,0x9b0d6068aff530c40c90091444ccf732,-101,13,96,104,-81,-11,48,-60,12,-112,9,20,68,-52,-9,50
538,16,26,0xc708fde8ed27fe59c22201820da08f6c,-57,8,-3,-24,-19,39,-2,89,-62,34,1,-126,13,-96,-113,108
539,16,27,0x47d48a1b8d5a59269f768e17185d1b91,71,-44,-118,27,-115,90,89,38,-97,118,-114,23,24,93,27,-111
540,16,28,0x118904cf8f12f748c000299a8d50c1c4,17,-119,4,-49,-113,18,-9,72,-64,0,41,-102,-115,80,-63,-60
541,16,29,0xcbfcd4873b3618d8f32460e18c1cb92a,-53,-4,-44,-121,59,54,24,-40,-13,36,96,-31,-116,28,-71,42
542,16,30,0x81ed9a719fb926ad9c1365c5ffa6d749,-127,-19,-102,113,-97,-71,38,-83,-100,19,101,-59,-1,-90,-41,73
543,16,31,0x914c5494718fa857135ad2200bfe346f,-111,76,84,-108,113,-113,-88,87,19,90,-46,32,11,-2,52,111
544,17,0,0x59ed27dc446adfa771101c0ad2b1a23e,89,-19,39,-36,68,106,-33,-89,113,16,28,10,-46,-79,-94,62
545,17,1,0x18ec3c19be95d5227e71a29c720604e0,24,-20,60,25,-66,-107,-43,34,126,113,-94,-100,114,6,4,-32
546,17,2,0x31a920e64ced593dc0e56c068f4062bb,49,-87,32,-26,76,-19,89,61,-64,-27,108,6,-113,64,98,-69
547,17,3,0x82bec3c28b48dcc5c4ff37fbb2907867,-126,-66,-61,-62,-117,72,-36,-59,-60,-1,55,-5,-78,-112,120,103
548,17,4,0x4a2e244b675751321a2e9f6ee8971a4f,74,46,36,75,103,87,81,50,26,46,-97,110,-24,-105,26,79
549,17,5,0xe9bf70fab15eba5952a11d83b137ba3b,-23,-65,112,-6,-79,94,-70,89,82,-95,29,-125,-79,55,-70,59
550,17,6,0x4cd615d2c0149b286afdeeaccb00d01c,76,-42,21,-46,-64,20,-101,40,106,-3,-18,-84,-53,0,-48,28
551,17,7,0x8767f1bd33b73ec33b5c7bd5dede7b92,-121,103,-15,-67,51,-73,62,-61,59,92,123,-43,-34,-34,123,-110
552,17,8,0x95be41d09cc6a54facd96007be4ca5bf,-107,-66,65,-48,-100,-58,-91,79,-84,-39,96,7,-66,76,-91,-65
553,17,9,0x149293f2835e1e8783f4b13ba48c0da0,20,-110,-109,-14,-125,94,30,-121,-125,-12,-79,59,-92,-116,13,-96
554,17,10,0x3b2702d0e7a3001204224a5e79343a17,59,39,2,-48,-25,-93,0,18,4,34,74,94,121,52,58,23
555,17,11,0xd3ba1f9980f4a9b60e8bed4e5840cefd,-45,-70,31,-103,-128,-12,-87,-74,14,-117,-19,78,88,64,-50,-3
556,17,12,0x4bc1a46dd8291365c523ccd85fd8085f,75,-63,-92,109,-40,41,19,101,-59,35,-52,-40,95,-40,8,95
557,17,13,0x34c96c5af616269afd9d46bf677e0b87,52,-55,108,90,-10,22,38,-102,-3,-99,70,-65,103,126,11,-121
558,17,14,0x9d1da909124e1442db0f7a352174ad4c,-99,29,-87,9,18,78,20,66,-37,15,122,53,33,116,-83,76
559,17,15,0xa95e08ba26970c60e9299579476c74ff,-87,94,8,-70,38,-105,12,96,-23,41,-107,121,71,108,116,-1
560,17,16,0xeba7b936d9a2823a253968874fc38dee,-21,-89,-71,54,-39,-94,-126,58,37,57,104,-121,79,-61,-115,-18
561,17,17,0x5688375d0e899138c00e80a0f582a4e3,86,-120,55,93,14,-119,-111,56,-64,14,-128,-96,-11,-126,-92,-29
562,17,18,0x03cdd4e051f5c831bf4439779ab15082,3,-51,-44,-32,81,-11,-56,49,-65,68,57,119,-102,-79,80,-126
563,17,19,0xaa39291479652ea053eb6315ec1e6c2d,-86,57,41,20,121,101,46,-96,83,-21,99,21,-20,30,108,45
564,17,20,0x3a4c96a6d787d09f3d3a0074ff4f0f8b,58,76,-106,-90,-41,-121,-48,-97,61,58,0,116,-1,79,15,-117
565,17,21,0x250b33c01be923dec5070d8bf67bd102,37,11,51,-64,27,-23,35,-34,-59,7,13,-117,-10,123,-47,2
566,17,22,0x80bb9cebdcda97e8509707532f284dbf,-128,-69,-100,-21,-36,-38,-105,-24,80,-105,7,83,47,40,77,-65
567,17,23,0xc818552b3b5818d9680c835a3be4e784,-56,24,85,43,59,88,24,-39,104,12,-125,90,59,-28,-25,-124
568,17,24,0xbdca657ee6911bb871d3c859e46cfebb,-67,-54,101,126,-26,-111,27,-72,113,-45,-56,89,-28,108,-2,-69
569,17,25,0xf2e9746ca34458d1cba13795671e0f3e,-14,-23,116,108,-93,68,88,-47,-53,-95,55,-107,103,30,15,62
570,17,26,0x52e234009c102f696902b4a8ef913a79,82,-30,52,0,-100,16,47,105,105,2,-76,-88,-17,-111,58,121
571,17,27,0xabd50173e62053b0f32c6e11d95f34e7,-85,-43,1,115,-26,32,83,-80,-13,44,110,17,-39,95,52,-25
572,17,28,0xddfdd142f0bd0cd5f2798c843d5d6b01,-35,-3,-47,66,-16,-67,12,-43,-14,121,-116,-124,61,93,107,1
573,17,29,0xa64df6d7351a5be60844b8622a500b7f,-90,77,-10,-41,53,26,91,-26,8,68,-72,98,42,80,11,127
574,17,30,0xb4f8365de014a536afa26ff31c7c05d6,-76,-8,54,93,-32,20,-91,54,-81,-94,111,-13,28,124,5,-42
575,17,31,0x6fe564ff461cd51bf5a2c10481f57aeb,111,-27,100,-1,70,28,-43,27,-11,-94,-63,4,-127,-11,122,-21
576,18,0,0x7d88840008847928f3ea8e45a2bb7541,125,-120,-124,0,8,-124,121,40,-13,-22,-114,69,-94,-69,117,65
577,18,1,0x63fe6957d7fea46f6424ba649526fb3e,99,-2,105,87,-41,-2,-92,111,100,36,-70,100,-107,38,-5,62
578,18,2,0xf6d39a05d90b92bffec5dd4ed5de77dc,-10,-45,-102,5,-39,11,-110,-65,-2,-59,-35,78,-43,-34,119,-36
579,18,3,0x6558aed702ecd88c27fcdb35cb674c86,101,88,-82,-41,2,-20,-40,-116,39,-4,-37,53,-53,103,76,-122
580,18,4,0x64ec33bb9530f7df2c1c585f20c3523d,100,-20,51,-69,-107,48,-9,-33,44,28,88,95,32,-61,82,61
581,18,5,0x4125d9c6cdf6ab1803b83fec394ba5b4,65,37,-39,-58,-51,-10,-85,24,3,-72,63,-20,57,75,-91,-76
582,18,6,0xf29895cfe6803355e8da3a55ed455e3d,-14,-104,-107,-49,-26,-128,51,85,-24,-38,58,85,-19,69,94,61
583,18,7,0xe3841de8cbba9f67782eeb3c9b99c4b8,-29,-124,29,-24,-53,-70,-97,103,120,46,-21,60,-101,-103,-60,-72
584,18,8,0x85c272a355e12363313e098d82604699,-123,-62,114,-93,85,-31,35,99,49,62,9,-115,-126,96,70,-103
585,18,9,0x9901dc2c9fc66d67597d3042ca8dd7ff,-103,1,-36,44,-97,-58,109,103,89,125,48,66,-54,-115,-41,-1
586,18,10,0x9ec7c8c9b9dbcb419133587a7f90bb86,-98,-57,-56,-55,-71,-37,-53,65,-111,51,88,122,127,-112,-69,-122
587,18,11,0x3ffe02e8233d36abe5debe3ed0d06fed,63,-2,2,-24,35,61,54,-85,-27,-34,-66,62,-48,-48,111,-19
588,18,12,0x003d8d2d3ec9c9bc91d610a1b5ba8927,0,61,-115,45,62,-55,-55,-68,-111,-42,16,-95,-75,-70,-119,39
589,18,13,0x9042a70b8befeda4c155c5ecbfc65e52,-112,66,-89,11,-117,-17,-19,-92,-63,85,-59,-20,-65,-58,94,82
590,18,14,0x685634aa67f7958af86351c5b5dd2c76,104,86,52,-86,103,-9,-107,-118,-8,99,81,-59,-75,-35,44,118
591,18,15,0x196f2f550fc310635a0d52c4bfd6b822,25,111,47,85,15,-61,16,99,90,13,82,-60,-65,-42,-72,34
592,18,16,0x074b65b9af37b92c9ce74ceebfe33080,7,75,101,-71,-81,55,-71,44,-100,-25,76,-18,-65,-29,48,-128
593,18,17,0x876a5736d77b394b696a608234d459d7,-121,106,87,54,-41,123,57,75,105,106,96,-126,52,-44,89,-41
